,Name,Team,Level,Age,ERA,GS,IP,H,R,ER,HR,BB,HBP,SO,K%,BB%,K-BB%,WHIP,BABIP,LOB%,FIP,xFIP,GB%,SwStr%,Balls,Strikes,PlayerId,EDB Team,TWTC Team,BL Team
599,Juan Severino,STL,CPX,20,6.25263095126594,2,31.2,34,23,22,2,22,4,34,0.22516556,0.14569536,0.0794702,1.76842087510551,0.35955056,0.64685315,4.96077626009067,4.71121238535046,0.394366197,0.14171123,146,228,sa3016290,,,
600,Nathanael Cruz,BOS,A,21,5.28260869565217,0,46.0,48,38,27,5,26,3,47,0.22169811,0.12264151,0.0990566,1.60869565217391,0.32824427,0.55714286,4.84562374612559,4.41142773265424,0.402985074,0.12672811,355,513,sa3016457,,,
601,Enderjer Sifontes,LAA,"A,CPX",21,4.50000022351742,3,36.0,39,24,18,2,28,2,32,0.18285714,0.16,0.02285714,1.8611112035535,0.33333333,0.67975831,6.11296809328257,6.61120793906045,0.458715596,0.11912752,247,349,sa3016458,,,
602,Adrian Quintana,SEA,"A,CPX",21,2.67326707431424,0,33.2,24,12,10,5,11,5,34,0.24285714,0.07857143,0.16428571,1.03960386223331,0.22352941,0.84848485,5.67462597533691,4.91107237722308,0.413793103,0.11334552,204,343,sa3016465,,,
603,Luis Gutierrez,SDP,"A,CPX",20,5.31382951767751,11,62.2,76,43,37,7,17,2,51,0.18545455,0.06181818,0.12363636,1.48404247790993,0.34848485,0.61032864,4.95050816873113,4.33573041119917,0.552238805,0.11650485,354,676,sa3016469,,,
604,Samuel Mejia,TBR,A,22,5.88721872054006,0,44.1,48,31,29,5,18,3,53,0.26633166,0.09045226,0.1758794,1.48872197530898,0.35833333,0.61290323,4.08099483934453,3.58815701752727,0.336065573,0.15374507,295,466,sa3016475,,,
605,Bryan Magdaleno,TEX,"A,A+",23,1.61999967942244,0,33.1,18,10,6,1,20,2,50,0.3649635,0.1459854,0.2189781,1.13999977440838,0.265625,0.77720207,2.95465375004836,3.03846739003123,0.573770491,0.13204225,237,331,sa3016478,,,
606,Felix Cabrera,LAD,"A,CPX",22,4.83582055135836,0,44.2,46,27,24,4,31,6,45,0.21226415,0.14622642,0.06603774,1.72388047432682,0.33333333,0.72351421,5.84976936647818,5.63878692063152,0.539682539,0.07974684,335,455,sa3016496,,,
607,Jarold Rosado,CHW,"A,A+",21,2.01492522973265,0,44.2,35,13,10,1,12,1,53,0.30113636,0.06818182,0.23295455,1.0522387310826,0.31192661,0.75107296,2.37563958010443,2.96171271580169,0.436363636,0.14985163,241,433,sa3016502,,,
608,Miguel Ullola,HOU,AA,22,4.48589363150252,20,106.1,62,53,53,10,60,9,133,0.29954955,0.13513514,0.16441441,1.14733547807821,0.22413793,0.66666667,4.10702904782963,4.26513673186858,0.35,0.13321799,665,1069,sa3016504,,,
609,Patricio Aquino,MIL,A+,21,3.64556962025316,10,79.0,74,33,32,6,23,8,57,0.17272727,0.06969697,0.1030303,1.22784810126582,0.28813559,0.74534161,4.16450185172165,4.32168031487661,0.395833333,0.10821806,454,775,sa3016510,,,
610,Bryan Perez,COL,A,20,4.24719101123595,18,89.0,78,50,42,6,45,16,101,0.25062035,0.11166253,0.13895782,1.38202247191011,0.30638298,0.68147014,4.7453676373771,4.51276517018173,0.542735042,0.11541027,571,928,sa3016515,,,
611,Eliander Alcalde,TOR,A,20,3.07594907003001,0,52.2,36,21,18,2,25,2,47,0.21559633,0.1146789,0.10091743,1.15822773624586,0.23943662,0.69767442,3.79157700207042,4.58279213869838,0.352112676,0.11264368,330,540,sa3016519,,,
612,Felix Arronde,KCR,A,21,3.1231345061763,18,89.1,69,38,31,8,30,7,85,0.23480663,0.08287293,0.1519337,1.10820901832062,0.26293103,0.71729958,4.08848555287212,3.65935512653212,0.519148936,0.13016845,435,871,sa3016526,,,
613,Luis Serna,NYY,A,19,6.07177122151077,17,69.2,67,48,47,6,24,11,82,0.27062706,0.07920792,0.19141914,1.3062202864243,0.33888889,0.57692308,3.81746889542061,3.54181085799284,0.446927374,0.13702128,448,727,sa3016528,,,
614,Henry Baez,SDP,"A+,AA",21,2.70903032498946,21,99.2,73,40,30,7,32,6,94,0.23039216,0.07843137,0.15196078,1.05351179305145,0.24535316,0.70158103,3.61269330898376,3.54942573455797,0.469230769,0.1075,570,1030,sa3016584,,,
615,Jean Munoz,SEA,"A,CPX",21,9.0,1,30.0,32,31,30,1,25,4,34,0.22516556,0.16556291,0.05960265,1.9,0.35632184,0.5033557,5.42223631386993,5.97593934853909,0.406976744,0.12248322,257,339,sa3016594,,,
616,Bryan Mena,COL,"A,CPX",20,5.14285714285714,9,56.0,58,47,32,6,30,4,65,0.25490196,0.11764706,0.1372549,1.57142857142857,0.34666667,0.53827751,5.48009404454912,4.84635526176009,0.52,0.14904459,279,506,sa3016613,,,
617,Luis Arejula,NYY,"A,A+",22,2.71942475895776,0,46.1,35,20,14,2,24,2,45,0.23076923,0.12307692,0.10769231,1.27338143475006,0.2704918,0.70446735,3.88063682620805,4.48248254467696,0.462809917,0.12048193,303,444,sa3016619,,,
618,Ronny Oliver,STL,CPX,20,5.26829268292682,8,41.0,31,28,24,0,30,5,36,0.19251337,0.16042781,0.03208556,1.48780487804878,0.26724138,0.57575758,4.6288123177319,5.49058104026608,0.472727272,0.12611012,243,320,sa3016624,,,
619,Samuel Fabian,STL,CPX,21,1.51401847568141,0,35.2,30,7,6,3,11,2,43,0.29054054,0.07432432,0.21621622,1.1495325463507,0.30337079,0.92783505,3.59963523551713,3.37599995931241,0.395348837,0.17257683,134,289,sa3016711,,,
620,Alberto Mota,TEX,"A,CPX",21,3.37500028737956,1,37.1,30,18,14,2,23,2,58,0.35582822,0.14110429,0.21472393,1.41964297802473,0.35897436,0.70881226,3.74900891987381,3.60761465627576,0.564102564,0.19869707,244,370,sa3016712,,,
621,Alessandro Ercolani,PIT,A+,20,3.6,9,65.0,51,29,26,8,23,1,79,0.2936803,0.08550186,0.20817844,1.13846153846153,0.2721519,0.72100313,3.86042031508225,3.67275392722625,0.358024691,0.12022901,383,665,sa3016714,,,
622,Luis Polanco,KCR,A,23,3.89189189189189,0,37.0,30,18,16,4,13,2,31,0.20394737,0.08552632,0.11842105,1.16216216216216,0.25490196,0.68527919,4.53070012685414,3.98729778165752,0.423076923,0.11208406,214,357,sa3016739,,,
623,Kendry Rojas,TOR,"A,A+,CPX",21,2.74576306692389,8,39.1,36,12,12,2,9,3,48,0.29447853,0.05521472,0.2392638,1.14406794455162,0.33663366,0.79646018,2.648284017393,2.94738092856312,0.514851485,0.15245902,187,423,sa3016746,,,
624,Oscar Rayo,KCR,A+,22,2.2268044740035,3,64.2,52,16,16,2,17,5,61,0.23461538,0.06538462,0.16923077,1.06701047712667,0.28571429,0.81460674,2.97906526562915,3.49187676768594,0.473988439,0.12004175,311,647,sa3016749,,,
625,Peniel Otano,ARI,"A,A+",23,4.54455402633421,0,33.2,27,22,17,0,25,5,32,0.20125786,0.1572327,0.04402516,1.54455430960378,0.27835052,0.61403509,4.53850827465806,5.41684329209097,0.537634408,0.11928105,260,352,sa3016751,,,
626,Pedro Da Costa Lemos,SEA,A,21,3.64186098205012,7,71.2,64,37,29,7,35,11,70,0.21148036,0.10574018,0.10574018,1.38139554491556,0.27403846,0.72854291,5.32430693045124,5.09094426925819,0.456730769,0.11426256,467,767,sa3016781,,,
627,Yondrei Rojas,TOR,A,21,4.07547228478086,0,35.1,27,19,16,4,20,4,45,0.2866242,0.12738854,0.15923567,1.33018887072708,0.27380952,0.70484581,4.50700587233263,4.00860990103139,0.38095238,0.13247173,220,399,sa3016783,,,
628,Andrew Moore,CIN,"A+,AA",24,3.82978723404255,0,47.0,35,20,20,2,35,4,75,0.35885167,0.16746411,0.19138756,1.48936170212765,0.35483871,0.75842697,3.22075566636755,3.42409429290193,0.413043478,0.13712375,369,528,sa3016795,,,
629,Jeferson Figueroa,MIL,"A,A+",23,2.73648676861807,2,49.1,33,18,15,6,25,5,60,0.2970297,0.12376238,0.17326733,1.17567579688776,0.25471698,0.82417582,4.53186356540467,3.88155218066004,0.39090909,0.17932752,318,485,sa3016811,,,
630,Douglas Orellana,NYM,A+,22,1.86206872057832,9,38.2,32,11,8,1,18,0,49,0.3006135,0.11042945,0.19018405,1.29310327817939,0.32631579,0.80246914,2.78177320568795,3.64986116032448,0.361702127,0.10736196,241,411,sa3016817,,,
631,Gabriel Reyes,DET,"A,CPX",20,4.19594621632203,10,49.1,42,26,23,4,15,3,59,0.28780488,0.07317073,0.21463415,1.15540547985679,0.30645161,0.625,3.40336593219553,3.17592173596847,0.507936507,0.13543092,240,491,sa3016833,,,
632,Jimmy Kingsbury,SEA,A+,25,2.45454569774931,2,51.1,35,20,14,3,16,6,49,0.23333333,0.07619048,0.15714286,0.993506591946152,0.23529412,0.70075758,3.61621127179268,4.01872577518333,0.447761194,0.10821918,240,490,sa3016838,,,
633,Kenyon Yovan,LAA,"AA,AAA",26,4.93269158397211,0,34.2,39,21,19,3,15,2,28,0.18181818,0.0974026,0.08441558,1.55769207914908,0.33962264,0.67567568,4.82923687058366,5.54795531250793,0.361904761,0.12522361,218,341,sa3016839,,,
634,Jonathan Petit,PHI,"A,A+",23,9.39130232293617,2,38.1,41,42,40,3,32,9,41,0.21243523,0.16580311,0.04663213,1.90434741548428,0.35185185,0.51413882,5.63742675348151,5.63859286925521,0.412844036,0.09160305,339,447,sa3016842,,,
635,Peyton Alford,SEA,AA,26,2.34782608695652,0,46.0,21,12,12,3,18,2,46,0.26436782,0.10344828,0.16091954,0.847826086956521,0.17142857,0.78804348,3.59149133018825,4.00928693517394,0.373831775,0.14504881,272,445,sa3016843,,,
636,Andre Granillo,STL,"AA,AAA",24,3.39860185191039,0,47.2,29,19,18,5,30,0,54,0.27,0.15,0.12,1.23776240285625,0.21621622,0.76923077,4.46590582955924,4.8631038768568,0.330434782,0.16708861,309,481,sa3016913,,,
637,Jimmy Joyce,SEA,"AA,CPX",25,5.66433505992381,10,47.2,42,34,30,3,28,7,50,0.23148148,0.12962963,0.10185185,1.4685313118321,0.3046875,0.59065934,4.41516304340542,4.70541918756159,0.4765625,0.09324009,338,520,sa3016914,,,
638,Bryan Polanco,WSN,A,22,4.44705882352941,15,85.0,85,44,42,11,40,5,68,0.1827957,0.10752688,0.07526882,1.47058823529411,0.2983871,0.7504363,5.25534241620232,4.80902431291692,0.34765625,0.10326449,586,915,sa3016915,,,
639,Kyle Whitten,TBR,"A+,AA,AAA",25,3.95121951219512,1,41.0,37,22,18,7,16,0,39,0.22413793,0.09195402,0.13218391,1.29268292682926,0.26785714,0.71759259,4.91956339220355,4.03913376378484,0.5,0.11620795,234,420,sa3016936,,,
640,Garrett Schoenle,CHW,"A+,AA,AAA",26,1.89171992907869,3,52.1,31,13,11,1,19,2,64,0.30917874,0.09178744,0.2173913,0.955414105595301,0.24793388,0.77075099,2.41286654405025,3.15912992983488,0.4,0.13918129,310,545,sa3016937,,,
641,Patrick Monteverde,MIA,"A,AA,AAA",26,6.29644306749445,17,84.1,93,62,59,23,32,3,70,0.18766756,0.08579088,0.10187668,1.48221352812957,0.28571429,0.68893528,6.5911396567716,5.25232257322173,0.359848484,0.10075914,531,918,sa3016940,,,
642,Andrew Marrero,STL,AA,24,6.37795352220352,0,42.1,37,32,30,7,27,5,46,0.24338624,0.14285714,0.1005291,1.51181120526305,0.28846154,0.625,5.68341217495712,4.75956535615483,0.314814814,0.13959732,299,446,sa3016941,,,
643,Jesus Rivero,MIL,A,21,5.58620748440525,6,48.1,33,31,30,2,35,16,63,0.29166667,0.16203704,0.12962963,1.40689669977613,0.31,0.65270936,4.6813060204396,4.82266138803516,0.347826086,0.14982164,352,489,sa3017012,,,
644,Abel Mercedes,HOU,A,22,5.92105263157894,0,38.0,19,29,25,0,50,7,64,0.34224599,0.26737968,0.07486631,1.81578947368421,0.28787879,0.61842105,4.71633312827662,5.16067835900344,0.483870967,0.16342412,373,398,sa3017013,,,
645,Michael Arias,CHC,"AA,AAA",22,4.74324354888578,0,49.1,53,27,26,4,39,3,59,0.25321888,0.16738197,0.08583691,1.86486498503201,0.3828125,0.7606264,4.64188657558518,4.77514344183289,0.4,0.12396694,416,552,sa3017036,,,
646,Ross Carver,CLE,AA,24,4.32824377065833,2,43.2,33,23,21,3,19,2,43,0.23497268,0.10382514,0.13114754,1.19083955594832,0.25862069,0.62248996,3.79762359493492,4.29395593490646,0.33898305,0.14689266,247,461,sa3017069,,,
647,Matt Svanson,STL,AA,25,2.56329089169167,0,52.2,52,25,15,4,22,7,48,0.20600858,0.0944206,0.11158798,1.4050631554458,0.31578947,0.74270557,4.25577303449842,4.27772450823111,0.513157894,0.09929078,283,563,sa3017070,,,
648,Justin Kelly,TOR,"A+,AA",25,2.42999953651437,0,33.1,28,10,9,1,11,0,32,0.23703704,0.08148148,0.15555556,1.16999977684025,0.2967033,0.7712766,2.91698871155563,3.68359124870315,0.45054945,0.1328125,177,335,sa3017072,,,
649,Kasey Ford,HOU,AA,26,3.9272721824962,0,36.2,22,21,16,2,27,4,34,0.21118012,0.16770186,0.04347826,1.33636345098829,0.21276596,0.6374502,4.83022631511218,5.39826267091253,0.366666666,0.12875536,293,406,sa3017099,,,
650,Dawry Segura,LAA,"A,CPX",20,4.41346113374956,0,34.2,34,18,17,2,16,2,33,0.21428571,0.1038961,0.11038961,1.44230756004887,0.31683168,0.69105691,4.67537789176024,5.67770571605971,0.225490196,0.1344697,199,329,sa3017102,,,
651,Hayden Juenger,TOR,AAA,23,4.15384652889152,0,56.1,58,26,26,5,20,3,50,0.20746888,0.08298755,0.12448133,1.3846155096305,0.32515337,0.74324324,4.10880099503559,4.51919524217139,0.424242424,0.10570825,355,591,sa3017103,,,
652,Walker Brockhouse,HOU,"A+,AA,CPX",25,5.2258064516129,2,31.0,32,21,18,4,13,2,28,0.20289855,0.0942029,0.10869565,1.4516129032258,0.30769231,0.62801932,4.80842097190118,4.02034030316337,0.563829787,0.11524164,218,320,sa3017105,,,
653,Saul Garcia,NYM,A,21,5.21590863870199,10,58.2,59,41,34,3,34,7,70,0.25547445,0.12408759,0.13138686,1.58522713529178,0.35,0.61586639,3.91974155035886,3.91680005733026,0.471337579,0.11391223,414,657,sa3017106,,,
654,J.J. Niekro,ATL,AA,26,4.01652943212706,8,40.1,38,21,18,3,14,0,36,0.21686747,0.08433735,0.13253012,1.28925636092967,0.30973451,0.64853556,3.56480932054636,3.72618898756108,0.469026548,0.11821086,234,392,sa3017129,,,
655,Austin Vernon,TBR,AA,25,4.13709728328302,0,41.1,33,27,19,2,21,3,54,0.30508475,0.11864407,0.18644068,1.30645177366832,0.31958763,0.55350554,3.09973328289702,3.54487053079934,0.361702127,0.20056497,258,450,sa3017138,,,
656,Samuel Strickland,ATL,A+,25,1.83333333333333,0,54.0,43,16,11,2,13,0,59,0.2744186,0.06046512,0.21395349,1.03703703703703,0.29078014,0.7518797,2.60201575667769,3.57418414169439,0.352517985,0.15432873,259,538,sa3017139,,,
657,Tyson Guerrero,KCR,AA,25,4.11524210255473,18,89.2,73,45,41,7,41,10,99,0.25319693,0.10485934,0.1483376,1.27137560891934,0.28205128,0.69176883,3.95232862776135,4.22190011522192,0.383966244,0.12558764,559,930,sa3017140,,,
658,Ryan Och,SDP,"A+,AA",25,4.02127659574468,0,47.0,48,24,21,1,21,4,72,0.34123223,0.09952607,0.24170616,1.46808510638297,0.4159292,0.68435754,2.24990774206509,2.80473782620382,0.428571428,0.13186813,331,579,sa3017146,,,
659,Adam Smith,BOS,A+,24,5.97857077695892,0,46.2,50,38,31,4,21,7,42,0.19905213,0.09952607,0.09952607,1.52142840560603,0.33576642,0.55248619,4.6977828309974,5.15153826707452,0.382352941,0.11225806,285,490,sa3017147,,,
660,Amilcar Chirinos,HOU,A,22,4.15384554439756,0,34.2,31,25,16,1,10,2,39,0.26174497,0.06711409,0.19463087,1.18269213416875,0.30927835,0.43269231,2.74821584210591,3.07676240921931,0.489361702,0.16890595,166,355,sa3017149,,,
661,Haminton Mendez,LAA,CPX,20,8.47933991226825,5,40.1,47,44,38,7,29,3,35,0.17766497,0.14720812,0.03045685,1.88429775828183,0.32520325,0.50578035,7.59780080348581,6.60688255007434,0.396825396,0.14641745,254,388,sa3017150,,,
662,Jason Ruffcorn,SEA,"A+,AAA",25,3.6,0,40.0,32,21,16,4,17,1,40,0.23255814,0.09883721,0.13372093,1.225,0.25454545,0.65315315,4.1698124885559,3.94660341739654,0.449541284,0.10395315,259,424,sa3017193,,,
663,Andrew Baker,PHI,"A+,AA",24,5.2566367245027,0,37.2,32,26,22,2,25,0,60,0.35502959,0.14792899,0.20710059,1.51327420856896,0.36585366,0.57195572,2.99551744762302,2.9948945319287,0.5125,0.14125874,307,408,sa3017196,,,
664,Nick Dombkowski,PIT,"AA,AAA",25,3.62011223331066,7,59.2,58,27,24,6,35,1,50,0.18450185,0.12915129,0.05535055,1.55865943378653,0.29050279,0.78271028,4.91391509826312,5.42587365164285,0.359116022,0.11666667,420,660,sa3017201,,,
665,Andrew Hoffmann,KCR,"AA,AAA,CPX",24,7.05,15,60.0,81,52,47,8,27,6,61,0.21034483,0.09310345,0.11724138,1.8,0.38829787,0.60311284,4.9689285437266,4.91191021328171,0.442708333,0.10540788,418,673,sa3017202,,,
666,Zach Barnes,ARI,"AA,AAA,CPX",25,8.23728680412053,0,39.1,50,39,36,6,21,4,31,0.16230366,0.10994764,0.05235602,1.80508445398937,0.34108527,0.54054054,6.00334147050265,5.58276072062514,0.447761194,0.10785619,311,440,sa3017203,,,
667,Tommy McCollum,PHI,AA,25,5.4,0,35.0,36,23,21,3,23,3,35,0.21472393,0.14110429,0.07361963,1.68571428571428,0.33333333,0.67474048,4.77406856673104,5.09823517671653,0.401960784,0.11947627,249,362,sa3017204,,,
668,Ethan Routzahn,SDP,"A+,AA,AAA",26,2.45454551534641,0,51.1,43,18,14,2,20,3,40,0.18099548,0.09049774,0.09049774,1.2272727576732,0.26282051,0.75949367,3.76906397237742,4.41905019470538,0.513157894,0.10455105,286,527,sa3017206,,,
669,Justin Meis,PIT,AA,24,6.32278419950613,0,52.2,60,40,37,8,25,1,58,0.24369748,0.10504202,0.13865546,1.61392389476883,0.35616438,0.61497326,4.68437585981205,4.57253710847135,0.245033112,0.11566772,358,593,sa3017207,,,
670,Matt Russell,PHI,AA,25,4.453608948007,0,32.1,34,19,16,4,19,4,33,0.22147651,0.12751678,0.09395973,1.63917551558591,0.33707865,0.73929961,5.13224261929324,4.60197881378245,0.488888888,0.1102107,252,365,sa3017256,,,
671,Jake Smith,LAA,A+,24,6.525,0,40.0,39,35,29,3,36,6,40,0.20304569,0.18274112,0.02030457,1.875,0.32142857,0.59895833,5.60484762191772,6.00208303183317,0.401785714,0.11698113,348,447,sa3017258,,,
672,Ryan Costeiu,LAA,"A+,CPX",23,2.556213167409,15,56.1,35,16,16,5,28,2,59,0.25431034,0.12068966,0.13362069,1.11834326074143,0.2173913,0.84482759,4.16546004924854,4.49350128037108,0.378571428,0.12318029,336,557,sa3017260,,,
673,Eric Torres,LAA,"AA,AAA",24,3.4678902230513,0,36.1,23,16,14,2,22,6,57,0.35625,0.1375,0.21875,1.23853222251832,0.28767123,0.72614108,3.25131378508582,3.38085259006392,0.436619718,0.14809591,282,427,sa3017262,,,
674,Ray Gaither,HOU,AAA,26,3.49640326151712,0,46.1,43,21,18,3,28,1,43,0.20772947,0.1352657,0.07246377,1.53237426893651,0.3030303,0.75221239,4.74280573558773,5.41606830163929,0.421052631,0.10539523,321,476,sa3017270,,,
675,Trey McLoughlin,NYM,"AA,AAA",25,2.01063850186109,0,31.1,19,8,7,2,16,0,37,0.29133858,0.12598425,0.16535433,1.11702138992283,0.23611111,0.83850932,3.43357437796927,3.42777783645634,0.478873239,0.15976331,190,317,sa3017277,,,
676,Gil Luna,CHW,AA,24,3.1061942708251,0,37.2,25,19,13,0,41,3,41,0.23563218,0.23563218,0.0,1.75221215277313,0.28089888,0.72463768,4.66910224560986,5.52368472899162,0.448275862,0.12995896,334,397,sa3017301,,,
677,Ian Villers,SFG,"A,CPX",23,4.5,2,38.0,36,23,19,1,17,5,31,0.18787879,0.1030303,0.08484848,1.39473684210526,0.31531532,0.61837456,4.74004787143908,5.34166765071843,0.423423423,0.12406015,201,331,sa3017303,,,
678,Patrick Wicklander,TBR,"AA,AAA",24,5.4000003817986,0,48.1,38,29,29,5,34,3,38,0.17351598,0.15525114,0.01826484,1.48965527773754,0.23741007,0.67647059,5.4219159560641,5.42319756988281,0.394366197,0.08715596,343,529,sa3017304,,,
679,Mason Montgomery,TBR,AAA,24,6.77777777777777,14,81.0,102,63,61,19,31,5,90,0.2393617,0.08244681,0.15691489,1.64197530864197,0.35930736,0.67324955,5.66574447184433,4.61082186316266,0.348178137,0.13936098,511,960,sa3017306,Moonstars,,Kelly Leak; Es un bandido
680,Chandler Jozwiak,MIA,AA,25,3.07317073170731,2,41.0,29,17,14,4,25,1,30,0.17857143,0.14880952,0.02976191,1.3170731707317,0.23148148,0.76923077,5.04898586971003,4.99895853996277,0.369369369,0.10518053,263,374,sa3017307,,,
681,Alaska Abney,CLE,"A+,AA",24,2.01492522973265,0,44.2,29,11,10,2,18,7,40,0.21978022,0.0989011,0.12087912,1.0522387310826,0.23478261,0.83984375,3.90575297321703,4.64835518240058,0.426086956,0.10054348,268,468,sa3017308,,,
682,Evan Gates,SFG,"AA,AAA",26,2.53591181599416,0,60.1,51,21,17,2,28,0,63,0.24513619,0.10894942,0.13618677,1.30939237557868,0.29878049,0.76115486,3.35177144387261,4.12009607932332,0.5,0.1180061,367,616,sa3017311,,,
683,Anthony Simonelli,KCR,"AA,AAA",25,2.41071428571428,0,56.0,34,17,15,4,22,1,69,0.31363636,0.1,0.21363636,1.0,0.24193548,0.77821012,3.14281026295253,3.54095211699604,0.346456692,0.14802632,317,595,sa3017312,,,
684,Logan Workman,TBR,AA,25,2.73214285714285,21,112.0,95,39,34,9,29,4,96,0.21192053,0.06401766,0.14790287,1.10714285714285,0.27301587,0.7712305,3.55595451082502,3.91860151205744,0.360248447,0.13775216,558,1177,sa3017313,,,
685,William Fleming,KCR,"AA,AAA",25,6.52868893286839,16,81.1,103,59,59,8,36,8,53,0.14095745,0.09574468,0.04521277,1.70901650031771,0.35055351,0.64801178,5.05470191707826,5.28165408252892,0.415162454,0.09243697,525,903,sa3017314,,,
686,Sean Hunley,TBR,"AA,AAA",24,2.27710864304771,6,55.1,41,14,14,4,11,5,37,0.16972477,0.05045872,0.11926606,0.939759122527627,0.22981366,0.83657588,3.8145046565353,4.07833310200006,0.397515527,0.07364341,239,535,sa3017316,,,
687,Patrick Halligan,ATL,"AA,AAA",24,3.07317058874127,1,41.0,30,15,14,1,19,1,53,0.30813953,0.11046512,0.19767442,1.1951218956216,0.29591837,0.72016461,2.55806971112519,3.12398656467325,0.448979591,0.15634218,252,426,sa3017319,,,
688,Tyler Eckberg,MIA,"A+,AA",26,2.12598441161391,0,42.1,29,14,10,1,13,2,44,0.26035503,0.07692308,0.18343195,0.99212605875316,0.25688073,0.70422535,2.68166998455371,3.39938601173261,0.413461538,0.12809316,250,437,sa3017365,,,
689,Jimmy Burnette,TOR,"AA,AAA",25,4.87218080048674,0,44.1,40,26,24,0,26,5,51,0.25247525,0.12871287,0.12376238,1.48872191125983,0.33333333,0.63380282,3.23878091751401,4.19837046924353,0.444444444,0.12776413,321,493,sa3017367,,,
690,Holt Jones,MIA,"A,A+",25,4.67716465189105,0,42.1,41,28,22,3,22,6,50,0.25773196,0.11340206,0.1443299,1.48818875287442,0.33628319,0.63271605,4.05279359645822,4.10390065155756,0.464285714,0.16120907,279,515,sa3017368,,,
691,Ryan Cusick,OAK,"AA,AAA,CPX",24,5.19230750185498,9,52.0,48,34,30,4,32,8,49,0.20851064,0.13617021,0.07234043,1.5384614820311,0.30985915,0.65533981,4.97163293975633,4.99577133733943,0.475524475,0.10952903,376,537,sa3017385,,,
692,Antonio Knowles,LAD,AA,24,3.6,1,45.0,33,19,18,5,29,5,47,0.24226804,0.14948454,0.09278351,1.37777777777777,0.25925926,0.8,5.06153963936699,4.71396732793913,0.432432432,0.11818182,302,468,sa3017387,,,
693,Brett Kerry,LAA,"AA,AAA",25,4.54054116471315,16,111.0,114,57,56,20,29,5,101,0.21443737,0.06157113,0.15286624,1.28828846538488,0.29746835,0.75833333,5.15942817304791,4.89116805308533,0.345345345,0.10473961,631,1078,sa3017390,,,
